criticality_tier,life_support,device_type_encoded,ward_encoded,protocol_encoded,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type_encoded,attack_severity,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score
6,0,2,2,4,291,8,0.13,1,3,2328,926,11.1,7,2,0,0,6,0,0.051335,0.152891,0.000679
7,0,4,0,1,698,293,4.88,50,190,204514,66768,18.51,18,1,0,0,7,28,0.718468,0.68714,0.220135
8,0,2,0,4,1741,329,5.48,12,117,572789,189959,25.36,15,2,0,0,2,40,0.742165,0.936788,0.371099
5,0,1,1,1,212,8,0.13,1,0,1696,922,59.71,17,2,0,0,6,0,0.100297,0.172383,0.017628
6,0,2,2,4,372,20,0.33,1,5,7440,3525,40.4,21,5,0,1,6,0,0.146881,0.194228,0.093679
7,0,3,1,0,279,42,0.7,1,0,11718,5800,27.84,16,6,0,1,6,0,0.093671,0.058671,0.091573
8,0,2,0,4,472,15,0.25,1,3,7080,2680,32.48,6,3,0,0,6,0,0.081479,0.106041,0.091001
5,0,3,2,0,1139,1563,26.05,48,130,1780257,679869,48.87,14,6,0,1,8,25,0.626799,0.510646,0.18946
7,0,4,0,1,814,1821,30.35,40,167,1482294,506550,31.46,20,1,0,0,2,40,0.940373,0.849285,0.53742
10,1,3,3,3,298,12,0.2,1,3,3576,1526,18.41,21,1,0,0,6,0,0.065529,0.066969,0.062986
5,0,4,4,3,518,423,7.05,28,64,219114,144397,25.45,1,6,1,1,0,30,0.848124,0.940554,0.422884
9,1,3,0,3,350,14,0.23,1,5,4900,3093,16.47,23,2,1,0,6,0,0.010803,0.085572,0.02825
6,0,4,1,3,161,49,0.82,1,0,7889,3317,16.76,3,4,1,0,6,0,0.009275,0.089204,0.085204
7,0,2,1,4,138,5,0.08,1,5,690,234,37.02,23,6,1,1,6,0,0.129991,0.094697,0.083991
10,1,3,3,3,1405,490,8.17,27,112,688450,446062,29.04,20,5,0,1,8,25,0.65795,0.824058,0.254073
5,0,3,2,0,603,553,9.22,46,88,333459,123334,18.61,1,0,1,0,1,42,0.939068,0.580273,0.518379
9,1,0,3,3,1547,1087,18.12,46,91,1681589,724012,41.45,5,6,1,1,0,30,0.987415,0.738424,0.528387
9,1,0,0,3,444,44,0.73,1,3,19536,13457,56.92,21,0,0,0,6,0,0.072115,0.015788,0.091722
5,0,3,2,0,1589,1790,29.83,10,168,2844310,1588522,35.09,11,2,0,0,4,38,0.850665,0.584094,0.23859
7,0,2,1,4,1649,830,13.83,21,52,1368670,745829,34.75,7,5,0,1,2,38,0.640106,0.651803,0.19753
5,0,4,5,1,503,969,16.15,12,190,487407,290658,12.77,3,0,1,0,5,35,0.797738,0.665376,0.426012
5,0,4,4,3,433,46,0.77,1,2,19918,12892,33.5,20,6,0,1,6,0,0.072875,0.079722,0.094073
4,0,1,4,1,1801,753,12.55,37,20,1356153,814922,28.7,13,0,0,0,0,30,0.625836,0.557249,0.555665
6,0,4,1,1,153,30,0.5,1,5,4590,1528,28.43,4,4,1,0,6,0,0.050889,0.043837,0.026369
5,0,3,2,0,1510,187,3.12,32,73,282370,93464,14.28,14,1,0,0,5,29,0.90171,0.877744,0.217702
5,0,4,5,1,483,16,0.27,1,3,7728,3116,47.17,11,6,0,1,6,0,0.180843,0.010817,0.092038
5,0,4,5,1,159,44,0.73,1,1,6996,2320,51.36,21,5,0,1,6,0,0.157237,0.096108,0.079332
6,0,4,1,1,687,488,8.13,24,47,335256,172283,21.31,9,5,0,1,4,45,0.863315,0.768992,0.361072
5,0,4,5,1,850,1848,30.8,50,52,1570800,1065198,36.18,17,4,0,0,3,45,0.655991,0.730685,0.280997
4,0,4,2,2,1897,1510,25.17,26,130,2864470,1142384,26.07,17,5,0,1,0,30,0.882146,0.725192,0.286305
4,0,4,2,2,853,1283,21.38,11,108,1094399,333151,32.87,4,0,1,0,4,38,0.91559,0.71291,0.475365
10,1,0,3,3,466,33,0.55,1,5,15378,8695,53.27,18,4,0,0,6,0,0.159428,0.016198,0.083973
4,0,4,2,2,418,28,0.47,1,4,11704,3941,52.59,7,4,0,0,6,0,0.111282,0.023611,0.003103
6,0,4,1,3,338,26,0.43,1,3,8788,5322,57.39,16,5,0,1,6,0,0.011464,0.094499,0.065366
5,0,1,1,1,1067,714,11.9,50,181,761838,406986,53.23,1,1,1,0,5,35,0.963583,0.949957,0.267364
7,0,4,0,1,1089,1599,26.65,7,120,1741311,857171,13.15,7,0,0,0,2,38,0.900456,0.625356,0.404343
9,1,3,0,3,765,143,2.38,11,90,109395,41306,58.75,1,4,1,0,1,42,0.966014,0.90976,0.32088
5,0,1,1,1,374,29,0.48,1,0,10846,4756,12.23,9,5,0,1,6,0,0.037878,0.037263,0.010225
7,0,4,0,1,1681,1077,17.95,20,151,1810437,1070015,15.38,11,3,0,0,1,42,0.786942,0.714497,0.208428
6,0,4,1,1,386,13,0.22,1,5,5018,3185,17.23,2,4,1,0,6,0,0.063354,0.16802,0.016358
6,0,4,1,3,155,23,0.38,1,0,3565,2295,40.83,9,1,0,0,6,0,0.128867,0.193439,0.050829
7,0,4,0,1,1575,1723,28.72,36,96,2713725,1384970,2.12,15,2,0,0,0,31,0.696711,0.941034,0.591684
5,0,3,2,0,1143,1275,21.25,34,197,1457325,858397,50.25,4,5,1,1,2,40,0.692878,0.628009,0.348791
5,0,1,1,1,487,23,0.38,1,3,11201,3617,39.59,18,1,0,0,6,0,0.08374,0.108102,0.067123
9,1,0,3,3,325,40,0.67,1,4,13000,4946,12.08,7,1,0,0,6,0,0.185801,0.088423,0.07905
7,0,2,5,4,185,37,0.62,1,5,6845,4207,41.83,16,3,0,0,6,0,0.070797,0.053562,0.048527
9,1,0,0,3,135,8,0.13,1,1,1080,730,41.13,14,6,0,1,6,0,0.006317,0.175708,0.04537
6,0,4,1,3,958,1179,19.65,11,60,1129482,571708,58.71,6,5,0,1,2,40,0.779973,0.669982,0.553021
6,0,4,1,3,441,41,0.68,1,3,18081,6362,59.67,10,5,0,1,6,0,0.044643,0.087863,0.034326
5,0,3,2,0,448,47,0.78,1,4,21056,10820,46.95,4,1,1,0,6,0,0.093186,0.092314,0.074175
9,1,0,0,3,406,41,0.68,1,4,16646,9595,21.96,10,4,0,0,6,0,0.036098,0.023777,0.039265
5,0,3,2,0,193,49,0.82,1,4,9457,4044,49.77,1,1,1,0,6,0,0.052204,0.063269,0.033839
4,0,4,2,2,356,47,0.78,1,3,16732,10269,27.4,11,1,0,0,6,0,0.181837,0.17403,0.044751
5,0,4,5,1,239,13,0.22,1,5,3107,1940,35.77,7,1,0,0,6,0,0.084699,0.031281,0.040431
6,0,2,2,4,139,35,0.58,1,1,4865,3030,28.06,9,5,0,1,6,0,0.02974,0.145089,0.023963
7,0,2,1,4,1118,1209,20.15,33,10,1351662,797294,5.44,7,4,0,0,8,25,0.622894,0.671447,0.285188
5,0,4,5,1,224,21,0.35,1,4,4704,1549,20.59,15,6,0,1,6,0,0.121255,0.173135,0.094645
5,0,3,2,0,765,1953,32.55,33,196,1494045,659271,57.87,9,0,0,0,7,24,0.712503,0.609971,0.565321
9,1,3,0,3,1702,494,8.23,16,90,840788,344441,38.95,6,4,0,0,5,26,0.938564,0.707736,0.589906
7,0,4,0,1,483,48,0.8,1,4,23184,13191,32.25,23,3,1,0,6,0,0.126954,0.16246,0.014351
6,0,2,2,4,286,47,0.78,1,3,13442,8686,57.75,1,3,1,0,6,0,0.032716,0.180032,0.044351
10,1,0,3,3,348,25,0.42,1,3,8700,3623,23.6,14,1,0,0,6,0,0.08335,0.062591,0.085754
8,0,4,3,3,200,28,0.47,1,5,5600,3833,44.37,8,0,0,0,6,0,0.0322,0.102969,0.030325
7,0,2,1,4,451,32,0.53,1,4,14432,7387,26.42,6,5,0,1,6,0,0.005214,0.004153,0.018216
9,1,0,3,3,205,36,0.6,1,2,7380,2240,47.09,9,5,0,1,6,0,0.00544,0.094739,0.043381
6,0,2,2,4,775,348,5.8,19,182,269700,151325,51.18,11,0,0,0,0,30,0.706161,0.568665,0.304946
5,0,4,5,1,1188,1928,32.13,11,116,2290464,803088,52.19,10,3,0,0,0,30,0.914903,0.679534,0.528809
5,0,3,4,0,283,35,0.58,1,4,9905,5397,24.43,0,1,1,0,6,0,0.121095,0.125146,0.092622
5,0,1,1,1,1871,496,8.27,6,97,928016,431123,29.39,0,0,1,0,2,45,0.837718,0.776704,0.343561
7,0,2,5,4,1463,694,11.57,4,40,1015322,572400,53.7,7,1,0,0,5,35,0.843381,0.920663,0.570049
9,1,0,3,3,230,14,0.23,1,3,3220,984,21.44,11,3,0,0,6,0,0.027891,0.089588,0.039343
8,0,4,3,3,334,32,0.53,1,3,10688,4709,3.21,12,6,0,1,6,0,0.093636,0.073842,0.077183
6,0,4,1,1,1914,1644,27.4,32,111,3146616,1486799,34.71,19,0,0,0,8,25,0.706097,0.945964,0.223081
9,1,0,0,3,337,31,0.52,1,4,10447,7072,49.44,2,2,1,0,6,0,0.111272,0.114715,0.008272
7,0,2,5,4,409,8,0.13,1,4,3272,2130,3.28,0,1,1,0,6,0,0.110601,0.142359,0.099211
6,0,4,1,1,1502,666,11.1,28,109,1000332,661797,41.71,19,6,0,1,4,38,0.943737,0.652543,0.371544
9,1,0,0,3,262,6,0.1,1,0,1572,839,50.15,9,6,0,1,6,0,0.038323,0.125214,0.001282
7,0,4,0,1,314,14,0.23,1,2,4396,1746,25.39,21,1,0,0,6,0,0.090526,0.000539,0.037283
9,1,3,0,3,1798,1977,32.95,25,145,3554646,2364451,29.0,8,0,0,0,3,45,0.729641,0.514958,0.386183
4,0,1,4,1,1559,517,8.62,25,88,806003,289841,34.65,12,1,0,0,3,45,0.994197,0.520746,0.311592
4,0,4,2,2,216,20,0.33,1,4,4320,2614,49.75,15,3,0,0,6,0,0.086354,0.022343,0.003549
9,1,0,3,3,368,21,0.35,1,3,7728,3974,58.94,12,4,0,0,6,0,0.128222,0.090726,0.023109
6,0,4,1,1,335,37,0.62,1,2,12395,6079,5.33,18,1,0,0,6,0,0.050154,0.139855,0.095112
4,0,1,4,1,1766,823,13.72,9,79,1453418,1007173,45.26,7,0,0,0,2,40,0.966652,0.810402,0.191371
7,0,2,5,4,1452,482,8.03,18,192,699864,257920,49.27,9,3,0,0,7,28,0.963414,0.844547,0.445231
7,0,3,1,0,361,19,0.32,1,1,6859,3616,32.01,10,2,0,0,6,0,0.016426,0.124588,0.006194
5,0,3,2,0,1192,1542,25.7,26,118,1838064,1161505,28.03,22,0,0,0,5,31,0.874603,0.893237,0.283203
6,0,4,1,3,460,43,0.72,1,2,19780,8455,27.6,15,5,0,1,6,0,0.034808,0.130172,0.026896
10,1,0,3,3,1120,1631,27.18,15,74,1826720,998307,11.21,23,0,1,0,3,45,0.828443,0.887887,0.503402
8,0,2,0,4,657,532,8.87,37,26,349524,118295,1.96,21,3,0,0,3,45,0.622949,0.829306,0.29081
6,0,2,2,4,144,44,0.73,1,0,6336,2031,17.51,16,1,0,0,6,0,0.193524,0.176786,0.076184
10,1,3,3,3,342,5,0.08,1,3,1710,690,0.54,5,2,1,0,6,0,0.116256,0.176566,0.082304
5,0,4,5,1,255,14,0.23,1,1,3570,1625,15.45,3,1,1,0,6,0,0.021371,0.066406,0.036359
8,0,2,0,4,299,42,0.7,1,5,12558,4135,9.58,17,4,0,0,6,0,0.069885,0.03252,0.079632
8,0,4,3,3,738,659,10.98,26,173,486342,177888,10.37,6,5,0,1,3,45,0.615273,0.565016,0.473468
4,0,1,4,1,409,44,0.73,1,0,17996,10173,26.46,23,2,1,0,6,0,0.055635,0.172738,0.019346
7,0,4,0,1,962,1781,29.68,12,191,1713322,687680,16.32,14,5,0,1,8,26,0.990905,0.80232,0.247331
5,0,3,4,0,158,29,0.48,1,5,4582,1789,12.09,23,4,1,0,6,0,0.132488,0.012721,0.087406
4,0,1,4,1,447,17,0.28,1,4,7599,2931,31.27,1,4,1,0,6,0,0.078512,0.085407,0.038423
9,1,3,0,3,494,49,0.82,1,1,24206,8358,32.57,18,5,0,1,6,0,0.174752,0.054582,0.063219
5,0,3,4,0,301,32,0.53,1,3,9632,3497,11.64,8,5,0,1,6,0,0.081426,0.165775,0.001959
5,0,4,4,3,350,42,0.7,1,2,14700,8229,29.07,15,4,0,0,6,0,0.18917,0.139934,0.057799
4,0,4,2,2,426,38,0.63,1,5,16188,8185,55.06,14,0,0,0,6,0,0.018278,0.176169,0.008859
5,0,3,4,0,398,41,0.68,1,2,16318,10507,31.64,13,2,0,0,6,0,0.007074,0.077024,0.096427
5,0,3,2,0,1781,403,6.72,16,59,717743,472401,58.74,21,2,0,0,8,34,0.988714,0.572689,0.292461
9,1,0,0,3,852,514,8.57,14,132,437928,275865,12.74,16,4,0,0,4,38,0.664204,0.827636,0.431002
7,0,2,1,4,263,50,0.83,1,1,13150,7153,5.69,2,0,1,0,6,0,0.042032,0.165045,0.06866
8,0,2,0,4,319,16,0.27,1,3,5104,3443,9.81,21,4,0,0,6,0,0.108717,0.115683,0.046005
9,1,0,3,3,149,7,0.12,1,4,1043,499,35.0,7,1,0,0,6,0,0.070663,0.053154,0.034442
5,0,4,5,1,393,10,0.17,1,4,3930,1754,28.25,23,5,1,1,6,0,0.023852,0.046698,0.035578
5,0,4,5,1,324,33,0.55,1,0,10692,7085,29.11,1,5,1,1,6,0,0.148891,0.047481,0.050726
10,1,3,3,3,1928,255,4.25,43,97,491640,170402,32.86,0,6,1,1,0,30,0.746995,0.642687,0.560442
5,0,4,5,1,333,43,0.72,1,4,14319,8425,30.71,10,6,0,1,6,0,0.067037,0.058282,0.091241
4,0,4,2,2,404,37,0.62,1,4,14948,7017,5.3,1,6,1,1,6,0,0.085658,0.04594,0.078178
5,0,3,2,0,472,23,0.38,1,5,10856,7332,27.99,3,2,1,0,6,0,0.156223,0.138548,0.076129
8,0,4,3,3,393,17,0.28,1,2,6681,3228,24.59,4,2,1,0,6,0,0.03594,0.076606,0.087088
10,1,3,3,3,1695,105,1.75,40,163,177975,85877,47.34,15,0,0,0,5,29,0.628668,0.509473,0.46109
5,0,3,2,0,1068,185,3.08,14,180,197580,127288,36.22,23,3,1,0,3,45,0.630911,0.560473,0.160725
6,0,4,1,1,871,519,8.65,39,93,452049,177451,16.1,18,4,0,0,8,33,0.80044,0.59882,0.476611
7,0,2,5,4,214,38,0.63,1,0,8132,2597,46.29,19,3,0,0,6,0,0.131477,0.175784,0.073176
4,0,4,2,2,478,12,0.2,1,2,5736,3133,7.47,13,1,0,0,6,0,0.160512,0.083379,0.087109
5,0,1,1,1,209,21,0.35,1,1,4389,2338,58.91,7,0,0,0,6,0,0.170629,0.177273,0.088972
4,0,4,2,2,260,22,0.37,1,3,5720,2149,23.08,12,0,0,0,6,0,0.117382,0.079938,0.088931
7,0,2,1,4,565,1897,31.62,34,96,1071805,725412,20.51,19,2,0,0,2,40,0.907444,0.530774,0.509193
6,0,4,1,1,666,971,16.18,4,171,646686,287162,23.85,17,4,0,0,3,45,0.750866,0.755494,0.322388
10,1,3,3,3,722,1458,24.3,47,180,1052676,678823,43.11,23,6,1,1,2,40,0.969933,0.820087,0.238781
5,0,3,2,0,397,46,0.77,1,2,18262,10866,50.5,16,0,0,0,6,0,0.056352,0.054169,0.047133
9,1,0,0,3,384,7,0.12,1,2,2688,1677,36.62,4,4,1,0,6,0,0.115352,0.142835,0.023564
7,0,2,5,4,1155,874,14.57,7,21,1009470,622175,9.87,18,5,0,1,3,41,0.613619,0.663062,0.216056
7,0,4,0,1,226,19,0.32,1,0,4294,1967,9.29,5,6,1,1,6,0,0.008136,0.138809,0.011069
7,0,3,1,0,408,36,0.6,1,0,14688,8947,20.59,10,1,0,0,6,0,0.038078,0.182998,0.043295
5,0,4,4,3,330,20,0.33,1,2,6600,4478,45.37,5,0,1,0,6,0,0.11796,0.037912,0.026254
7,0,2,1,4,305,23,0.38,1,2,7015,2534,37.25,19,0,0,0,6,0,0.052122,0.157781,0.099059
7,0,4,0,1,314,15,0.25,1,3,4710,2442,8.74,10,5,0,1,6,0,0.133872,0.083976,0.074958
9,1,0,0,3,512,1201,20.02,24,47,614912,191952,44.85,22,6,0,1,1,45,0.696368,0.50614,0.343153
8,0,4,3,3,167,30,0.5,1,2,5010,2110,31.62,16,4,0,0,6,0,0.00314,0.195669,0.010844
6,0,4,1,1,128,39,0.65,1,4,4992,2457,12.29,13,1,0,0,6,0,0.079774,0.028124,0.087273
7,0,3,1,0,402,43,0.72,1,0,17286,9040,6.92,9,6,0,1,6,0,0.142616,0.103488,0.002868
8,0,4,3,3,1986,1091,18.18,23,110,2166726,1401675,10.65,11,0,0,0,4,38,0.634358,0.64067,0.322585
9,1,0,3,3,1522,1305,21.75,33,171,1986210,777406,43.19,14,3,0,0,2,45,0.652499,0.745283,0.394949
8,0,4,3,3,698,918,15.3,8,49,640764,397831,55.08,16,5,0,1,0,30,0.718747,0.766451,0.323468
5,0,3,2,0,403,14,0.23,1,2,5642,1739,59.58,13,1,0,0,6,0,0.104265,0.011337,0.09042
10,1,3,3,3,171,38,0.63,1,1,6498,3248,25.16,12,1,0,0,6,0,0.089251,0.035534,0.02971
5,0,3,2,0,985,1189,19.82,11,112,1171165,513302,49.72,21,0,0,0,1,42,0.798718,0.545947,0.511941
6,0,4,1,1,359,23,0.38,1,0,8257,3584,18.41,1,2,1,0,6,0,0.074127,0.10033,0.096792
5,0,4,5,1,262,34,0.57,1,1,8908,4260,7.3,16,3,0,0,6,0,0.110398,0.175777,0.070977
8,0,2,0,4,349,14,0.23,1,1,4886,2134,37.25,7,0,0,0,6,0,0.135122,0.058018,0.041941
4,0,4,2,2,494,27,0.45,1,1,13338,4056,26.86,6,6,0,1,6,0,0.015483,0.047614,0.068114
10,1,0,3,3,382,10,0.17,1,1,3820,1387,39.89,10,5,0,1,6,0,0.03312,0.121696,0.060149
8,0,4,3,3,483,30,0.5,1,1,14490,8258,12.76,6,6,0,1,6,0,0.155428,0.061589,0.09106
6,0,4,1,3,457,38,0.63,1,5,17366,5911,57.81,4,0,1,0,6,0,0.009953,0.196573,0.017763
4,0,1,4,1,1746,267,4.45,48,49,466182,219715,53.64,23,5,1,1,1,42,0.730976,0.503706,0.588244
7,0,2,5,4,301,5,0.08,1,5,1505,535,36.83,11,3,0,0,6,0,0.029549,0.129087,0.034974
5,0,4,4,3,489,45,0.75,1,2,22005,15168,33.17,19,3,0,0,6,0,0.117704,0.102185,0.018475
7,0,4,0,1,1931,1717,28.62,7,177,3315527,1805785,7.03,12,5,0,1,8,25,0.983088,0.927951,0.47831
8,0,2,0,4,370,6,0.1,1,0,2220,809,51.23,3,1,1,0,6,0,0.181607,0.128119,0.071466
9,1,3,0,3,693,1044,17.4,49,175,723492,219959,4.25,0,3,1,0,1,42,0.685778,0.712671,0.228027
6,0,4,1,3,649,1012,16.87,39,128,656788,246838,37.18,21,1,0,0,5,35,0.951204,0.687478,0.231098
7,0,2,1,4,1000,1258,20.97,33,109,1258000,733217,38.5,7,1,0,0,4,38,0.642058,0.779462,0.301792
5,0,4,5,1,414,36,0.6,1,4,14904,8803,41.35,0,4,1,0,6,0,0.032835,0.061603,0.049066
7,0,3,1,0,314,28,0.47,1,5,8792,3768,29.66,7,6,0,1,6,0,0.151769,0.076328,0.000195
5,0,3,4,0,935,1824,30.4,9,80,1705440,668738,21.7,22,6,0,1,5,35,0.8262,0.507234,0.497355
5,0,1,1,1,310,50,0.83,1,4,15500,8438,13.82,13,2,0,0,6,0,0.100614,0.173512,0.061227
7,0,4,0,1,304,41,0.68,1,4,12464,5629,49.32,10,6,0,1,6,0,0.167714,0.159483,0.069813
9,1,3,0,3,767,1182,19.7,30,144,906594,489910,26.36,1,4,1,0,7,28,0.689089,0.610221,0.183714
6,0,2,2,4,1579,1187,19.78,25,24,1874273,639546,49.26,20,3,0,0,1,42,0.600486,0.686002,0.474369
7,0,3,1,0,1754,1773,29.55,48,100,3109842,1444430,34.69,0,2,1,0,3,45,0.765895,0.723319,0.350114
4,0,1,4,1,1363,1089,18.15,47,89,1484307,530678,13.83,17,1,0,0,2,40,0.991159,0.629582,0.293207
6,0,4,1,1,134,34,0.57,1,3,4556,1966,57.0,6,6,0,1,6,0,0.05917,0.043301,0.049886
7,0,2,1,4,358,45,0.75,1,1,16110,8570,7.07,0,4,1,0,6,0,0.09887,0.078691,0.05967
9,1,0,3,3,291,50,0.83,1,5,14550,7336,10.77,11,3,0,0,6,0,0.170713,0.170628,0.052728
6,0,4,1,1,158,50,0.83,1,2,7900,4051,58.17,17,6,0,1,6,0,0.128222,0.015559,0.007843
9,1,0,0,3,160,49,0.82,1,2,7840,4304,10.74,23,3,1,0,6,0,0.149255,0.114187,0.094097
5,0,3,4,0,145,41,0.68,1,2,5945,3456,4.7,16,4,0,0,6,0,0.021713,0.072819,0.041314
6,0,4,1,1,199,45,0.75,1,1,8955,5198,18.88,8,3,0,0,6,0,0.064339,0.182303,0.017283
5,0,3,4,0,491,41,0.68,1,0,20131,12777,21.83,3,4,1,0,6,0,0.142591,0.090155,0.096188
10,1,0,3,3,155,14,0.23,1,4,2170,875,15.39,6,0,0,0,6,0,0.015857,0.033219,0.002063
8,0,4,3,3,997,1153,19.22,3,80,1149541,682348,23.85,6,2,0,0,5,35,0.704426,0.70078,0.542864
7,0,4,0,1,458,22,0.37,1,2,10076,3722,27.92,14,1,0,0,6,0,0.098385,0.043752,0.029297
9,1,3,0,3,427,26,0.43,1,4,11102,4541,53.61,16,0,0,0,6,0,0.174676,0.15929,0.059109
9,1,0,3,3,1857,472,7.87,32,168,876504,400751,24.01,21,1,0,0,0,30,0.714877,0.676027,0.518106
9,1,0,3,3,474,24,0.4,1,1,11376,6805,33.49,11,2,0,0,6,0,0.014943,0.161021,0.08552
8,0,2,0,4,406,47,0.78,1,0,19082,6417,55.67,22,2,0,0,6,0,0.13427,0.16655,0.081623
5,0,4,5,1,1172,1251,20.85,29,157,1466172,851130,13.5,23,6,1,1,0,30,0.737188,0.617022,0.373914
10,1,0,3,3,450,16,0.27,1,1,7200,5033,4.26,12,2,0,0,6,0,0.002389,0.068156,0.072396
6,0,4,1,3,888,1692,28.2,47,111,1502496,609097,58.62,17,1,0,0,8,25,0.896553,0.824433,0.490043
4,0,1,4,1,354,14,0.23,1,2,4956,2468,20.02,14,0,0,0,6,0,0.132859,0.135038,0.082493
7,0,4,0,1,363,9,0.15,1,4,3267,2137,40.75,2,5,1,1,6,0,0.089121,0.054657,0.038159
5,0,3,2,0,456,37,0.62,1,0,16872,7005,10.19,14,0,0,0,6,0,0.059403,0.147791,0.084569
7,0,2,1,4,1085,722,12.03,29,78,783370,435203,9.66,4,5,1,1,1,42,0.913717,0.741964,0.231058
9,1,0,0,3,182,49,0.82,1,4,8918,4475,1.68,21,1,0,0,6,0,0.075386,0.121551,0.011174
5,0,4,5,1,999,1923,32.05,29,122,1921077,1258981,25.42,6,5,0,1,0,30,0.952443,0.667577,0.447772
7,0,2,1,4,333,49,0.82,1,0,16317,8011,23.84,15,6,0,1,6,0,0.103014,0.070901,0.062519
4,0,4,2,2,393,38,0.63,1,2,14934,9926,31.45,2,2,1,0,6,0,0.161436,0.007365,0.038564
5,0,3,2,0,463,27,0.45,1,3,12501,7737,4.7,4,1,1,0,6,0,0.162727,0.073412,0.049695
9,1,3,0,3,1201,1672,27.87,14,82,2008072,1068425,18.25,21,0,0,0,3,45,0.688677,0.509084,0.243564
5,0,3,4,0,257,38,0.63,1,3,9766,5850,35.87,15,2,0,0,6,0,0.001328,0.029881,0.010613
5,0,3,4,0,1123,1055,17.58,23,155,1184765,533140,43.93,14,6,0,1,7,30,0.639351,0.947028,0.530355
10,1,0,3,3,1348,1466,24.43,27,86,1976168,1051639,31.15,23,1,1,0,1,42,0.648406,0.597639,0.533195
6,0,4,1,3,373,20,0.33,1,5,7460,4069,48.64,15,4,0,0,6,0,0.151712,0.0629,0.057696
9,1,0,3,3,272,16,0.27,1,3,4352,1435,8.31,16,3,0,0,6,0,0.048759,0.184186,0.000661
7,0,3,1,0,1803,566,9.43,32,178,1020498,557573,8.98,20,3,0,0,4,38,0.708824,0.904491,0.410614
7,0,2,1,4,1167,346,5.77,25,51,403782,279864,24.19,7,0,0,0,7,28,0.71667,0.542852,0.220111
4,0,1,4,1,1080,802,13.37,27,58,866160,405486,52.84,21,0,0,0,5,35,0.911707,0.57891,0.479834
7,0,2,5,4,225,37,0.62,1,2,8325,5291,16.86,17,4,0,0,6,0,0.020546,0.17241,0.068947
6,0,4,1,1,164,35,0.58,1,3,5740,2556,42.7,8,5,0,1,6,0,0.195434,0.070897,0.063691
6,0,4,1,3,175,18,0.3,1,2,3150,1141,31.16,11,3,0,0,6,0,0.154996,0.030362,0.005128
7,0,4,0,1,271,14,0.23,1,2,3794,2417,27.29,16,1,0,0,6,0,0.011473,0.153646,0.084364
5,0,4,5,1,370,34,0.57,1,5,12580,4232,38.51,13,0,0,0,6,0,0.175441,0.053381,0.038109
5,0,4,5,1,170,23,0.38,1,1,3910,2631,38.03,10,1,0,0,6,0,0.159942,0.015749,0.041122
6,0,2,2,4,1800,807,13.45,36,91,1452600,722832,32.17,1,1,1,0,4,38,0.818781,0.881891,0.347707
10,1,3,3,3,371,33,0.55,1,0,12243,5431,25.75,18,5,0,1,6,0,0.131595,0.196605,0.095737
5,0,3,4,0,160,14,0.23,1,0,2240,798,34.48,11,4,0,0,6,0,0.146856,0.119576,0.010299
7,0,2,1,4,176,7,0.12,1,4,1232,466,46.22,16,0,0,0,6,0,0.117797,0.150699,0.046535
7,0,3,1,0,363,11,0.18,1,2,3993,1787,38.98,21,2,0,0,6,0,0.177577,0.004923,0.002392
5,0,4,4,3,503,44,0.73,1,4,22132,6813,45.21,16,0,0,0,6,0,0.123586,0.083751,0.082819
5,0,1,1,1,407,12,0.2,1,4,4884,2890,13.62,16,3,0,0,6,0,0.156398,0.023423,0.086331
5,0,3,2,0,266,6,0.1,1,3,1596,1078,14.55,0,2,1,0,6,0,0.049245,0.186012,0.056177
5,0,3,4,0,201,36,0.6,1,2,7236,4284,39.4,19,6,0,1,6,0,0.00303,0.060117,0.055874
8,0,4,3,3,802,1681,28.02,13,22,1348162,726866,4.22,14,1,0,0,2,40,0.843986,0.864118,0.154627
8,0,2,0,4,1394,1995,33.25,48,178,2781030,1114999,36.59,4,1,1,0,2,35,0.903738,0.774741,0.544185
4,0,4,2,2,1726,1750,29.17,4,26,3020500,1881496,37.04,18,1,0,0,3,45,0.890487,0.680048,0.316993
10,1,0,3,3,277,39,0.65,1,3,10803,4758,29.07,21,1,0,0,6,0,0.003753,0.188037,0.091959
9,1,0,0,3,1563,1791,29.85,48,165,2799333,932618,57.93,8,0,0,0,2,40,0.795704,0.727694,0.549353
7,0,2,1,4,374,45,0.75,1,0,16830,11778,9.77,8,5,0,1,6,0,0.146654,0.026809,0.067731
5,0,3,4,0,255,28,0.47,1,0,7140,4133,6.64,1,5,1,1,6,0,0.198631,0.09072,0.086614
9,1,0,3,3,223,22,0.37,1,1,4906,3141,39.62,21,4,0,0,6,0,0.049302,0.176252,0.038023
7,0,2,5,4,570,280,4.67,33,16,159600,108252,55.85,11,6,0,1,8,25,0.687905,0.586373,0.495399
5,0,3,2,0,369,9,0.15,1,2,3321,1926,13.02,3,1,1,0,6,0,0.069326,0.120531,0.018856
6,0,4,1,3,1868,1042,17.37,37,184,1946456,1083126,4.28,20,1,0,0,3,44,0.649507,0.766357,0.463519
9,1,0,0,3,182,43,0.72,1,3,7826,4962,23.05,17,0,0,0,6,0,0.112727,0.062586,0.028251
5,0,4,4,3,317,10,0.17,1,1,3170,1848,18.87,8,5,0,1,6,0,0.105542,0.033705,0.008859
